"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN_N"	"LRN_N_det"	"LRN_H"	"LRN_H_det"	"LRN_P"	"LRN_P_det"	"LRR_N"	"LRR_N_det"	"LRR_H"	"LRR_H_det"	"LRR_P"	"LRR_P_det"	"DO"	"DO_det"	"PN"	"PN_det"	"ZNIEFF"
"*  Plongeon à bec blanc  ( Gavia adamsii )"	"Chordata"	"Aves"	"Gaviiformes"	"Gaviidae"	953	"Gavia adamsii"	"Gavia adamsii (Gray, 1859)"	"Plongeon à bec blanc"			"NA"	"b"											"NO4"	""	
"*  Plongeon arctique  ( Gavia arctica )"	"Chordata"	"Aves"	"Gaviiformes"	"Gaviidae"	956	"Gavia arctica"	"Gavia arctica (Linnaeus, 1758)"	"Plongeon arctique"			"NA"	"c"	"DD"	""							"CDO1"	""	"NO3"	""	
"*  Plongeon imbrin  ( Gavia immer )"	"Chordata"	"Aves"	"Gaviiformes"	"Gaviidae"	959	"Gavia immer"	"Gavia immer (Brünnich, 1764)"	"Plongeon imbrin"			"VU"	"D1"									"CDO1"	""	"NO3"	""	
"*  Grèbe huppé  ( Podiceps cristatus )"	"Chordata"	"Aves"	"Phoenicopteriformes"	"Podicipedidae"	965	"Podiceps cristatus"	"Podiceps cristatus (Linnaeus, 1758)"	"Grèbe huppé"	"LC"	""	"NA"	"c"			"LC"	"VU (D1) (-2)"							"NO3"	""	
"*  Grèbe jougris  ( Podiceps grisegena )"	"Chordata"	"Aves"	"Phoenicopteriformes"	"Podicipedidae"	968	"Podiceps grisegena"	"Podiceps grisegena (Boddaert, 1783)"	"Grèbe jougris"	"CR"	"D"	"NA"	"c"											"NO3"	""	
"*  Grèbe esclavon  ( Podiceps auritus )"	"Chordata"	"Aves"	"Phoenicopteriformes"	"Podicipedidae"	971	"Podiceps auritus"	"Podiceps auritus (Linnaeus, 1758)"	"Grèbe esclavon"			"VU"	"D1"									"CDO1"	""	"NO3"	""	
"*  Grèbe à cou noir  ( Podiceps nigricollis )"	"Chordata"	"Aves"	"Phoenicopteriformes"	"Podicipedidae"	974	"Podiceps nigricollis"	"Podiceps nigricollis Brehm, 1831"	"Grèbe à cou noir"	"LC"	""	"LC"	""			"NA"	"b"							"NO3"	""	
"*  Grèbe castagneux  ( Tachybaptus ruficollis )"	"Chordata"	"Aves"	"Phoenicopteriformes"	"Podicipedidae"	977	"Tachybaptus ruficollis"	"Tachybaptus ruficollis (Pallas, 1764)"	"Grèbe castagneux"	"LC"	""	"NA"	"d"			"LC"	""							"NO3"	""	
"*  Grèbe à bec bigarré  ( Podilymbus podiceps )"	"Chordata"	"Aves"	"Phoenicopteriformes"	"Podicipedidae"	982	"Podilymbus podiceps"	"Podilymbus podiceps (Linnaeus, 1758)"	"Grèbe à bec bigarré"					"NA"	"b"									"NO4"	""	
"Fulmar géant  ( Macronectes giganteus )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	994	"Macronectes giganteus"	"Macronectes giganteus (Gmelin, 1789)"	"Fulmar géant, Pétrel géant"					"NA"	"b"											
"*  Fulmar boréal  ( Fulmarus glacialis )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	998	"Fulmarus glacialis"	"Fulmarus glacialis (Linnaeus, 1761)"	"Fulmar boréal, Pétrel fulmar"	"NT"	"pr. A2a C"	"NA"	"c"											"NO3"	""	
"*  Damier du Cap  ( Daption capense )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	1002	"Daption capense"	"Daption capense (Linnaeus, 1758)"	"Damier du Cap"															"NO4"	""	
"*  Pétrel de Bulwer  ( Bulweria bulwerii )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	1005	"Bulweria bulwerii"	"Bulweria bulwerii (Jardine & Selby, 1828)"	"Pétrel de Bulwer"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Puffin de Scopoli  ( Calonectris diomedea )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	1009	"Calonectris diomedea"	"Calonectris diomedea (Scopoli, 1769)"	"Puffin de Scopoli"	"VU"	"D2"	"NA"	"b"	"NA"	"d"							"CDO1"	""	"NO3"	""	
"*  Puffin des Anglais  ( Puffinus puffinus )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	1027	"Puffinus puffinus"	"Puffinus puffinus (Brünnich, 1764)"	"Puffin des Anglais"	"EN"	"B2ab(iii)"			"NA"	"b"									"NO3"	""	
"*  Puffin yelkouan  ( Puffinus yelkouan )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	1031	"Puffinus yelkouan"	"Puffinus yelkouan (Acerbi, 1827)"	"Puffin yelkouan"	"EN"	"B2ab(iii)"	"NA"	"d"	"DD"	""							"CDO1"	""	"NO3"	""	
"*  Océanite de Wilson  ( Oceanites oceanicus )"	"Chordata"	"Aves"	"Procellariiformes"	"Oceanitidae"	1039	"Oceanites oceanicus"	"Oceanites oceanicus (Kuhl, 1820)"	"Océanite de Wilson, Pétrel de Wilson"					"NA"	"b"									"NO4"	""	
"Canard siffleur  ( Mareca penelope )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1952	"Mareca penelope"	"Mareca penelope (Linnaeus, 1758)"	"Canard siffleur"	"NA"	"b"	"LC"	""	"NA"	"c"							"CDO32, CDO21"	" "			
"*  Canard à front blanc  ( Mareca americana )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1955	"Mareca americana"	"Mareca americana (Gmelin, 1789)"	"Canard à front blanc, Canard d'Amérique, Canard siffleur d'Amérique"					"NA"	"b"									"NO4"	""	
"Sarcelle d'hiver  ( Anas crecca )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1958	"Anas crecca"	"Anas crecca Linnaeus, 1758"	"Sarcelle d'hiver"	"VU"	"D1"	"LC"	""	"NA"	"d"	"NA"	"b"					"CDO21, CDO32"	" "			
"Sarcelle d'hiver  ( Anas crecca crecca )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1960	"Anas crecca crecca"	"Anas crecca crecca Linnaeus, 1758"	"Sarcelle d'hiver"													"CDO32, CDO21"	" "			
"*  Sarcelle à ailes vertes  ( Anas crecca carolinensis )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1961	"Anas crecca carolinensis"	"Anas crecca carolinensis Gmelin, 1789"	"Sarcelle à ailes vertes, Sarcelle de la Caroline"					"NA"	"b"							"CDO32, CDO21"	" "	"NO4"	""	
"Canard colvert  ( Anas platyrhynchos )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1966	"Anas platyrhynchos"	"Anas platyrhynchos Linnaeus, 1758"	"Canard colvert"	"LC"	""	"LC"	""	"NA"	"d"	"DD"	""					"CDO21, CDO31"	" "			
"*  Canard noir  ( Anas rubripes )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1968	"Anas rubripes"	"Anas rubripes Brewster, 1902"	"Canard noir"					"NA"	"b"									"NO4"	""	
"Canard souchet  ( Spatula clypeata )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1972	"Spatula clypeata"	"Spatula clypeata (Linnaeus, 1758)"	"Canard souchet"	"LC"	""	"LC"	""	"NA"	"d"	"DD"	""					"CDO32, CDO21"	" "			
"Canard pilet  ( Anas acuta )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1973	"Anas acuta"	"Anas acuta Linnaeus, 1758"	"Canard pilet"	"NA"	"b"	"LC"	""	"NA"	"c"							"CDO21, CDO32"	" "			
"*  Canard à faucilles  ( Anas falcata )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1978	"Anas falcata"	"Anas falcata Georgi, 1775"	"Canard à faucilles"															"NO4"	""	
"*  Sarcelle marbrée  ( Marmaronetta angustirostris )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1980	"Marmaronetta angustirostris"	"Marmaronetta angustirostris (Ménétries, 1832)"	"Sarcelle marbrée"	"RE"	""			"NA"	"b"							"CDO1"	""	"NO3"	""	
"Nette rousse  ( Netta rufina )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1984	"Netta rufina"	"Netta rufina (Pallas, 1773)"	"Nette rousse"	"LC"	""	"LC"	""	"NA"	"d"	"NT"	"VU (D1) (-1)"					"CDO22"	""			"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Fuligule à bec cerclé  ( Aythya collaris )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1988	"Aythya collaris"	"Aythya collaris (Donovan, 1809)"	"Fuligule à bec cerclé, Fuligule à collier, Morillon à collier"			"NA"	"c"	"NA"	"b"									"NO4"	""	
"Fuligule milouin  ( Aythya ferina )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1991	"Aythya ferina"	"Aythya ferina (Linnaeus, 1758)"	"Fuligule milouin"	"VU"	"C1"	"LC"	""	"NA"	"c"	"EN"	"D1"					"CDO21, CDO32"	" "			
"*  Fuligule nyroca  ( Aythya nyroca )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1995	"Aythya nyroca"	"Aythya nyroca (Güldenstädt, 1770)"	"Fuligule nyroca"	"NA"	"b"	"NA"	"c"	"NA"	"c"							"CDO1"	""	"NO3"	""	
"Fuligule morillon  ( Aythya fuligula )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	1998	"Aythya fuligula"	"Aythya fuligula (Linnaeus, 1758)"	"Fuligule morillon"	"LC"	""	"NT"	"pr. A2b"									"CDO32, CDO21"	" "			
"Fuligule milouinan  ( Aythya marila )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2001	"Aythya marila"	"Aythya marila (Linnaeus, 1761)"	"Fuligule milouinan"			"NT"	"pr. B2ac(iv) D1"									"CDO32, CDO22"	" "			
"Eider à duvet  ( Somateria mollissima )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2005	"Somateria mollissima"	"Somateria mollissima (Linnaeus, 1758)"	"Eider à duvet"	"CR"	"A2a B2b(iii)c(ii,iii,iv) D"	"NA"	"c"									"CDO32, CDO22"	" "			
"*  Carouge à tête jaune  ( Xanthocephalus xanthocephalus )"	"Chordata"	"Aves"	"Passeriformes"	"Icteridae"	2394	"Xanthocephalus xanthocephalus"	"Xanthocephalus xanthocephalus (Bonaparte, 1826)"	"Carouge à tête jaune"															"NO4"	""	
"*  Dendrocygne fauve  ( Dendrocygna bicolor )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2398	"Dendrocygna bicolor"	"Dendrocygna bicolor (Vieillot, 1816)"	"Dendrocygne fauve"															"NO4"	""	
"*  Roselin githagine  ( Bucanetes githagineus )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	2405	"Bucanetes githagineus"	"Bucanetes githagineus (Lichtenstein, 1823)"	"Roselin githagine, Bouvreuil githagine"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Plongeon catmarin  ( Gavia stellata )"	"Chordata"	"Aves"	"Gaviiformes"	"Gaviidae"	2411	"Gavia stellata"	"Gavia stellata (Pontoppidan, 1763)"	"Plongeon catmarin"			"NA"	"c"	"DD"	""							"CDO1"	""	"NO3"	""	
"*  Océanite tempête  ( Hydrobates pelagicus )"	"Chordata"	"Aves"	"Procellariiformes"	"Hydrobatidae"	2419	"Hydrobates pelagicus"	"Hydrobates pelagicus (Linnaeus, 1758)"	"Océanite tempête, Pétrel tempête"	"VU"	"C1"			"NA"	"d"							"CDO1"	""	"NO3"	""	
"*  Fou de Bassan  ( Morus bassanus )"	"Chordata"	"Aves"	"Pelecaniformes"	"Sulidae"	2437	"Morus bassanus"	"Morus bassanus (Linnaeus, 1758)"	"Fou de Bassan"	"NT"	"VU D2 (-1)"			"NA"	"d"									"NO3"	""	
"*  Grand Cormoran  ( Phalacrocorax carbo )"	"Chordata"	"Aves"	"Pelecaniformes"	"Phalacrocoracidae"	2440	"Phalacrocorax carbo"	"Phalacrocorax carbo (Linnaeus, 1758)"	"Grand Cormoran"	"LC"	""	"LC"	""	"NA"	"d"	"NA"	"b"							"NO3"	""	
"*  Grand Cormoran  ( Phalacrocorax carbo carbo )"	"Chordata"	"Aves"	"Pelecaniformes"	"Phalacrocoracidae"	2442	"Phalacrocorax carbo carbo"	"Phalacrocorax carbo carbo (Linnaeus, 1758)"	"Grand Cormoran (Atlantique)"															"NO3"	""	
"*  Grand Cormoran  ( Phalacrocorax carbo sinensis )"	"Chordata"	"Aves"	"Pelecaniformes"	"Phalacrocoracidae"	2446	"Phalacrocorax carbo sinensis"	"Phalacrocorax carbo sinensis (Staunton, 1796)"	"Grand Cormoran (continental)"															"NO3"	""	
"*  Cormoran huppé  ( Phalacrocorax aristotelis )"	"Chordata"	"Aves"	"Pelecaniformes"	"Phalacrocoracidae"	2447	"Phalacrocorax aristotelis"	"Phalacrocorax aristotelis (Linnaeus, 1761)"	"Cormoran huppé"	"LC"	""	"NA"	"d"											"NO3"	""	
"*  Cormoran huppé  ( Phalacrocorax aristotelis aristotelis )"	"Chordata"	"Aves"	"Pelecaniformes"	"Phalacrocoracidae"	2450	"Phalacrocorax aristotelis aristotelis"	"Phalacrocorax aristotelis aristotelis (Linnaeus, 1761)"	"Cormoran huppé"															"NO3"	""	
"*  Cormoran de Desmarest  ( Phalacrocorax aristotelis desmarestii )"	"Chordata"	"Aves"	"Pelecaniformes"	"Phalacrocoracidae"	2452	"Phalacrocorax aristotelis desmarestii"	"Phalacrocorax aristotelis desmarestii (Payraudeau, 1826)"	"Cormoran de Desmarest, Cormoran huppé de Méditerranée"													"CDO1"	""	"NO3"	""	
"*  Pélican blanc  ( Pelecanus onocrotalus )"	"Chordata"	"Aves"	"Pelecaniformes"	"Pelecanidae"	2460	"Pelecanus onocrotalus"	"Pelecanus onocrotalus Linnaeus, 1758"	"Pélican blanc"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Pélican frisé  ( Pelecanus crispus )"	"Chordata"	"Aves"	"Pelecaniformes"	"Pelecanidae"	2462	"Pelecanus crispus"	"Pelecanus crispus Bruch, 1832"	"Pélican frisé"													"CDO1"	""	"NO4"	""	
"*  Frégate superbe  ( Fregata magnificens )"	"Chordata"	"Aves"	"Pelecaniformes"	"Fregatidae"	2468	"Fregata magnificens"	"Fregata magnificens Mathews, 1914"	"Frégate superbe"					"NA"	"b"									"NO4"	""	
"*  Butor étoilé  ( Botaurus stellaris )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2473	"Botaurus stellaris"	"Botaurus stellaris (Linnaeus, 1758)"	"Butor étoilé"	"VU"	"D1"	"NA"	"d"	"NA"	"d"	"EN"	"B(1+2)b(iii)c(iv) C2a(i,ii)b D1"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Blongios nain  ( Ixobrychus minutus )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2477	"Ixobrychus minutus"	"Ixobrychus minutus (Linnaeus, 1766)"	"Blongios nain, Butor blongios"	"EN"	"A2a C1+2a(i)"			"NA"	"d"	"EN"	"B(1+2)b(iii)c(iv) C2a(i)b"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Bihoreau gris  ( Nycticorax nycticorax )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2481	"Nycticorax nycticorax"	"Nycticorax nycticorax (Linnaeus, 1758)"	"Bihoreau gris, Héron bihoreau"	"NT"	"pr. C1"	"NA"	"c"			"NT"	"pr. D1"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Crabier chevelu  ( Ardeola ralloides )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2486	"Ardeola ralloides"	"Ardeola ralloides (Scopoli, 1769)"	"Crabier chevelu, Héron crabier"	"LC"	""					"VU"	"B(1+2)ac(iv) D1"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Héron garde-boeufs  ( Bubulcus ibis )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2489	"Bubulcus ibis"	"Bubulcus ibis (Linnaeus, 1758)"	"Héron garde-boeufs, Pique bœufs"	"LC"	""	"NA"	"c"			"LC"	""							"NO3"	""	"Déterminante à critère - 10 couples avec preuve de reproduction"
"*  Aigrette des récifs  ( Egretta gularis )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2494	"Egretta gularis"	"Egretta gularis (Bosc, 1792)"	"Aigrette des récifs, Aigrette à gorge blanche"					"NA"	"b"									"NO4"	""	
"*  Aigrette garzette  ( Egretta garzetta )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2497	"Egretta garzetta"	"Egretta garzetta (Linnaeus, 1766)"	"Aigrette garzette"	"LC"	""	"NA"	"c"			"LC"	""					"CDO1"	""	"NO3"	""	"Déterminante à critère - 11 couples avec preuve de reproduction"
"*  Grande Aigrette  ( Ardea alba )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2504	"Ardea alba"	"Ardea alba Linnaeus, 1758"	"Grande Aigrette"	"NT"	"VU D1 (-1)"	"LC"	""			"VU"	"D1"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Héron cendré  ( Ardea cinerea )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2506	"Ardea cinerea"	"Ardea cinerea Linnaeus, 1758"	"Héron cendré"	"LC"	""	"NA"	"c"	"NA"	"d"	"LC"	""							"NO3"	""	
"*  Héron pourpré  ( Ardea purpurea )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2508	"Ardea purpurea"	"Ardea purpurea Linnaeus, 1766"	"Héron pourpré"	"LC"	""					"EN"	"B(1+2)b(iii)c(iv) C2a(i)b"					"CDO1"	""	"NO3"	""	"Déterminante à critère - 6 couples avec preuve de reproduction"
"*  Héron mélanocéphale  ( Ardea melanocephala )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	2510	"Ardea melanocephala"	"Ardea melanocephala Vigors & Children, 1826"	"Héron mélanocéphale"					"NA"	"b"									"NO4"	""	
"*  Cigogne noire  ( Ciconia nigra )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ciconiidae"	2514	"Ciconia nigra"	"Ciconia nigra (Linnaeus, 1758)"	"Cigogne noire"	"EN"	"D"	"NA"	"c"	"VU"	"D1"							"CDO1"	""	"NO3"	""	
"*  Cigogne blanche  ( Ciconia ciconia )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ciconiidae"	2517	"Ciconia ciconia"	"Ciconia ciconia (Linnaeus, 1758)"	"Cigogne blanche"	"LC"	""	"NA"	"c"	"NA"	"d"	"NT"	"EN (D1) (-2)"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Ibis falcinelle  ( Plegadis falcinellus )"	"Chordata"	"Aves"	"Pelecaniformes"	"Threskiornithidae"	2522	"Plegadis falcinellus"	"Plegadis falcinellus (Linnaeus, 1766)"	"Ibis falcinelle"	"NT"	"VU D2 (-1)"					"VU"	"D2"					"CDO1"	""	"NO3"	""	"Déterminante stricte"
"*  Ibis chauve  ( Geronticus eremita )"	"Chordata"	"Aves"	"Pelecaniformes"	"Threskiornithidae"	2526	"Geronticus eremita"	"Geronticus eremita (Linnaeus, 1758)"	"Ibis chauve"															"NO4"	""	
"*  Spatule blanche  ( Platalea leucorodia )"	"Chordata"	"Aves"	"Pelecaniformes"	"Threskiornithidae"	2530	"Platalea leucorodia"	"Platalea leucorodia Linnaeus, 1758"	"Spatule blanche"	"NT"	"pr. B2a"	"VU"	"D1"	"NA"	"c"	"NA"	"b"					"CDO1"	""	"NO3"	""	
"Bécassine sourde  ( Lymnocryptes minimus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2538	"Lymnocryptes minimus"	"Lymnocryptes minimus (Brünnich, 1764)"	"Bécassine sourde"			"DD"	""	"NA"	"d"							"CDO21, CDO32"	" "			
"Bécassine des marais  ( Gallinago gallinago )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2543	"Gallinago gallinago"	"Gallinago gallinago (Linnaeus, 1758)"	"Bécassine des marais"	"CR"	"C1+2a(i) D"	"DD"	""	"NA"	"d"	"CR"	"D1"					"CDO32, CDO21"	" "			
"*  Bécassine double  ( Gallinago media )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2549	"Gallinago media"	"Gallinago media (Latham, 1787)"	"Bécassine double"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Bécassin à long bec  ( Limnodromus scolopaceus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2554	"Limnodromus scolopaceus"	"Limnodromus scolopaceus (Say, 1823)"	"Bécassin à long bec, Limnodrome à long bec"					"NA"	"b"									"NO4"	""	
"*  Bécassin à bec court  ( Limnodromus griseus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2557	"Limnodromus griseus"	"Limnodromus griseus (Gmelin, 1789)"	"Bécassin à bec court, Limnodrome à bec court, Bécassin roux, Grise à long bec"					"NA"	"b"									"NO4"	""	
"Bécasse des bois  ( Scolopax rusticola )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2559	"Scolopax rusticola"	"Scolopax rusticola Linnaeus, 1758"	"Bécasse des bois"	"LC"	""	"LC"	""	"NA"	"d"	"DD"	""					"CDO32, CDO21"	" "			
"Barge à queue noire  ( Limosa limosa )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2563	"Limosa limosa"	"Limosa limosa (Linnaeus, 1758)"	"Barge à queue noire"	"VU"	"B2ab(ii,iii,iv) D1"	"NT"	"pr. D2"	"VU"	"B2ab(v)"							"CDO22"	""			
"-  ( Limosa limosa limosa )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2566	"Limosa limosa limosa"	"Limosa limosa limosa (Linnaeus, 1758)"	""	"VU"	"B2ab(ii,iii,iv) D1"			"VU"	"B2ab(v)"							"CDO22"	""			
"-  ( Limosa limosa islandica )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2567	"Limosa limosa islandica"	"Limosa limosa islandica Brehm, 1831"	""			"NT"	"pr. D2"									"CDO22"	""			
"Barge rousse  ( Limosa lapponica )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2568	"Limosa lapponica"	"Limosa lapponica (Linnaeus, 1758)"	"Barge rousse"			"LC"	""	"NA"	"c"							"CDO22, CDO1"	" "			
"Courlis corlieu  ( Numenius phaeopus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2571	"Numenius phaeopus"	"Numenius phaeopus (Linnaeus, 1758)"	"Courlis corlieu"			"NA"	"c"	"VU"	"B2ab(v)"							"CDO22"	""			
"*  Courlis à bec grêle  ( Numenius tenuirostris )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2574	"Numenius tenuirostris"	"Numenius tenuirostris Vieillot, 1817"	"Courlis à bec grêle"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"Courlis cendré  ( Numenius arquata )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2576	"Numenius arquata"	"Numenius arquata (Linnaeus, 1758)"	"Courlis cendré"	"VU"	"C1"	"LC"	""	"NA"	"d"	"CR"	"D1"					"CDO22"	""			"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"Chevalier arlequin  ( Tringa erythropus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2584	"Tringa erythropus"	"Tringa erythropus (Pallas, 1764)"	"Chevalier arlequin"			"NA"	"c"	"DD"	""							"CDO22"	""			
"Chevalier gambette  ( Tringa totanus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2586	"Tringa totanus"	"Tringa totanus (Linnaeus, 1758)"	"Chevalier gambette"	"LC"	""	"NA"	"c"	"LC"	""	"EN"	"D1"					"CDO22"	""			"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"-  ( Tringa totanus robusta )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2589	"Tringa totanus robusta"	"Tringa totanus robusta (Schioler, 1919)"	""													"CDO22"	""			
"-  ( Tringa totanus totanus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2590	"Tringa totanus totanus"	"Tringa totanus totanus (Linnaeus, 1758)"	""													"CDO22"	""			
"*  Chevalier stagnatile  ( Tringa stagnatilis )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2591	"Tringa stagnatilis"	"Tringa stagnatilis (Bechstein, 1803)"	"Chevalier stagnatile"					"NA"	"b"									"NO4"	""	
"Chevalier aboyeur  ( Tringa nebularia )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2594	"Tringa nebularia"	"Tringa nebularia (Gunnerus, 1767)"	"Chevalier aboyeur"			"NA"	"c"	"LC"	""							"CDO22"	""			
"*  Chevalier criard  ( Tringa melanoleuca )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2597	"Tringa melanoleuca"	"Tringa melanoleuca (Gmelin, 1789)"	"Chevalier criard, Grand Chevalier à pattes jaunes"					"NA"	"b"									"NO4"	""	
"*  Chevalier à pattes jaunes  ( Tringa flavipes )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2600	"Tringa flavipes"	"Tringa flavipes (Gmelin, 1789)"	"Chevalier à pattes jaunes, Petit Chevalier à pattes jaunes, Pattes jaunes"					"NA"	"b"									"NO4"	""	
"*  Chevalier culblanc  ( Tringa ochropus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2603	"Tringa ochropus"	"Tringa ochropus Linnaeus, 1758"	"Chevalier culblanc"			"NA"	"c"	"LC"	""									"NO3"	""	
"*  Chevalier solitaire  ( Tringa solitaria )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2605	"Tringa solitaria"	"Tringa solitaria Wilson, 1813"	"Chevalier solitaire"					"NA"	"b"									"NO4"	""	
"*  Chevalier sylvain  ( Tringa glareola )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2607	"Tringa glareola"	"Tringa glareola Linnaeus, 1758"	"Chevalier sylvain"					"LC"	""							"CDO1"	""	"NO3"	""	
"*  Chevalier bargette  ( Xenus cinereus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2610	"Xenus cinereus"	"Xenus cinereus (Güldenstädt, 1775)"	"Chevalier bargette, Bargette du Térek"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Chevalier guignette  ( Actitis hypoleucos )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	2616	"Actitis hypoleucos"	"Actitis hypoleucos (Linnaeus, 1758)"	"Chevalier guignette"	"NT"	"pr. D1"	"NA"	"c"	"DD"	""	"EN"	"D1"							"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Buse variable  ( Buteo buteo )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2623	"Buteo buteo"	"Buteo buteo (Linnaeus, 1758)"	"Buse variable"	"LC"	""	"NA"	"c"	"NA"	"c"	"LC"	""							"NO3"	""	
"*  Buse féroce  ( Buteo rufinus )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2627	"Buteo rufinus"	"Buteo rufinus (Cretzschmar, 1827)"	"Buse féroce"			"NA"	"b"									"CDO1"	""	"NO4"	""	
